B,U.S. Bank,721 Locust St,Saint Louis,63101,MO,Banks & Credit Unions,38.6296616,-90.1916199,10/22/2018
B,Kim's Kids,720 N Leonard Ave,Saint Louis,63101,MO,Child Care & Day Care,38.63897,-90.22533,10/22/2018
B,Shell,721 N Tucker Blvd,Saint Louis,63101,MO,Gas Stations/Convenience Stores,38.63305,-90.19665,10/22/2018
B,Downtown Urgent Care,916 Olive St,Saint Louis,63101,MO,Hospitals/Urgent Care,38.62891942,-90.19382648,10/22/2018
B,Drury Plaza Hotel St. Louis At The Arch,2 South 4th St,Saint Louis,63101,MO,Hotels,38.6248869,-90.188709,10/22/2018
B,"Magnolia Hotel St. Louis, A Tribute Portfolio Hotel",421 N 8th St,St. Louis,63101,MO,Hotels,38.630034,-90.192202,10/22/2018
B,Courtyard by Marriott St. Louis Downtown/Convention Center,823-827 Washington Ave,St. Louis,63101,MO,Hotels,38.63115578,-90.1924052,10/22/2018
B,Embassy Suites St. Louis - Downtown,610 N 7th St,Saint Louis,63101,MO,Hotels,38.6306,-90.1902237,10/22/2018
B,Marriott St. Louis Grand,800 Washington Ave,Saint Louis,63101,MO,Hotels,38.6303999,-90.1919974,10/22/2018
B,Holiday Inn St. Louis - Downtown Conv Ctr,811 N 9th St,St. Louis,63101,MO,Venues & Event Spaces,38.63304,-90.19261,10/22/2018
B,Hotel Majestic St. Louis,1019 Pine St,Saint Louis,63101,MO,Hotels,38.62848088,-90.19517496,10/22/2018
B,McDonald's,1119 N Tucker,St. Louis,63101,MO,Fast Food,38.63690795,-90.19548299,10/22/2018
B,Schnucks Culinaria Pharmacy,315 N 9th St,Saint Louis,63101,MO,Pharmacy,38.629117,-90.1935902,10/22/2018
B,Mango,1001 Washington Ave,Saint Louis,63101,MO,Restaurant,38.63133252,-90.19396173,10/22/2018
B,Sauce On The Side,411 N 8th St,Saint Louis,63101,MO,Restaurant,38.62978071,-90.19206343,10/22/2018
B,Rooster,1104 Locust St,Saint Louis,63101,MO,Restaurant,38.6300227,-90.1957371,10/22/2018
B,Baileys' Range,920 Olive St,Saint Louis,63101,MO,Restaurant,38.62887,-90.1945099,10/22/2018
B,Bridge Tap House and Wine Bar,1004 Locust St,Saint Louis,63101,MO,Restaurant,38.6298536,-90.19467106,10/22/2018
B,Schnucks Culinaria,315 N 9th St,St. Louis,63101,MO,Grocery,38.629117,-90.1935902,10/22/2018
B,Starbucks,827 Washington Ave,Saint Louis,63101,MO,Coffee & Tea,38.63061922,-90.19187276,10/22/2018
B,Starbucks,521 Olive St,Saint Louis,63101,MO,Coffee & Tea,38.62822,-90.18993,10/22/2018
B,Subway,1010 Market St,Saint Louis,63101,MO,Fast Food,38.62683,-90.19634,10/22/2018
B,Subway,216 N 7th St,Saint Louis,63101,MO,Fast Food,38.62767,-90.19135,10/22/2018
B,UMB Bank,2 S Broadway,Saint Louis,63102,MO,Banks & Credit Unions,38.6252098,-90.189888,10/22/2018
B,Overturf Bp Amoco,902 S Broadway,Saint Louis,63102,MO,Gas Stations/Convenience Stores,38.61775,-90.19283,10/22/2018
B,Hampton Inn St. Louis-Downtown At the Gateway Arch,333 Washington Ave,Saint Louis,63102,MO,Hotels,38.630049,-90.186505,10/22/2018
B,Four Seasons Hotel,999 N 2nd St,Saint Louis,63102,MO,Hotels,38.63369175,-90.18496315,10/22/2018
B,The Westin St. Louis,811 Spruce St,Saint Louis,63102,MO,Hotels,38.62371,-90.19503,10/22/2018
B,Hyatt Regency,315 Chestnut St,Saint Louis,63102,MO,Hotels,38.62616,-90.18771,10/22/2018
B,Hilton St. Louis at the Ballpark,1 S Broadway,Saint Louis,63102,MO,Hotels,38.62518,-90.19104,10/22/2018
B,Drury Inn & Suites St. Louis Convention Center,711 North Broadway,Saint Louis,63102,MO,Hotels,38.6312,-90.18843,10/22/2018
B,Hilton St. Louis Downtown at the Arch,400 Olive St,Saint Louis,63102,MO,Hotels,38.6274545,-90.1881935,10/22/2018
B,City Place - Downtown,200 N 4th St,St. Louis,63102,MO,Hotels,38.62702138,-90.18818479,10/22/2018
B,Lumiere Place Casino & Hotels,999 N 2nd St,St. Louis,63102,MO,Hotels,38.63342828,-90.1844977,10/22/2018
B,Americas Best Value Inn St. Louis Downtown,1100 Lumiere Place Blvd,Saint Louis,63102,MO,Hotels,38.6345663,-90.1854417,10/22/2018
B,Embassy Suites Hotel,901 N 1st St,Saint Louis,63102,MO,Hotels,38.63158219,-90.18306345,10/22/2018
B,Lumière Place Casino and Hotel,999 N 2nd St,Saint Louis,63102,MO,Hotels,38.63285,-90.18409,10/22/2018
B,Broadway Oyster Bar,736 S Broadway,Saint Louis,63102,MO,Restaurant,38.618778,-90.192384,10/22/2018
B,360 St. Louis,1 S Broadway,Saint Louis,63102,MO,Restaurant,38.62518,-90.19104,10/22/2018
B,Starbucks,St Louis Hilton At The Ballpark,Saint Louis,63102,MO,Coffee & Tea,38.62518,-90.19104,10/22/2018
B,Starbucks,315 Chestnut St,Saint Louis,63102,MO,Coffee & Tea,38.6259589,-90.1877807,10/22/2018
B,Subway,707 N 1st St,Saint Louis,63102,MO,Fast Food,38.6301498,-90.1836014,10/22/2018
B,Taco Bell,501 Chouteau,Saint Louis,63102,MO,Fast Food,38.617239,-90.193209,10/22/2018
B,Saint Louis University,3500 Lindell Blvd,Saint Louis,63103,MO,Colleges & Universities,38.63657,-90.23095,10/22/2018
B,Harris Stowe State University,3026 Laclede Ave,Saint Louis,63103,MO,Colleges & Universities,38.63192,-90.22492,10/22/2018
B,St. Louis University,One Grand Blvd,Saint Louis,63103,MO,Colleges & Universities,38.6346385,-90.2339157,10/22/2018
B,Rainbow Castle Child Development Center,1222 Spruce St,Saint Louis,63103,MO,Child Care & Day Care,38.623548,-90.200713,10/22/2018
B,Childrens Enrichment Center,210 S Ewing Ave,Saint Louis,63103,MO,Child Care & Day Care,38.63034099,-90.2216316,10/22/2018
B,Downtown Children's Center,607 N 22nd St,Saint Louis,63103,MO,Child Care & Day Care,38.6348667,-90.2107986,10/22/2018
B,BP,300 S Jefferson,Saint Louis,63103,MO,Gas Stations/Convenience Stores,38.6279716,-90.2165527,10/22/2018
B,Circle K,35 S Grand Blvd,Saint Louis,63103,MO,Gas Stations/Convenience Stores,38.63365,-90.23441,10/22/2018
B,Washington Avenue Post,1315 Washington Ave,Saint Louis,63103,MO,Grocery,38.63240685,-90.19891866,10/22/2018
B,St Louis Union Station Hotel,1820 Market St,Saint Louis,63103,MO,Hotels,38.6295276,-90.20843756,10/22/2018
B,Drury Inn - St Louis,201 S 20th St,St. Louis,63103,MO,Hotels,38.62802,-90.21047,10/22/2018
B,Pear Tree Inn St. Louis Near Union Station,2211 Market St,Saint Louis,63103,MO,Hotels,38.6312561,-90.21240997,10/22/2018
B,St. Louis City Center Hotel,400 S 14th St,Saint Louis,63103,MO,Hotels,38.6242,-90.20206,10/22/2018
B,Hotel Ignacio,3411 Olive St,Saint Louis,63103,MO,Hotels,38.6366529,-90.22868313,10/22/2018
B,Courtyard by Marriott St Louis Downtown West,2340 Market Street at Jefferson,St. Louis,63103,MO,Hotels,38.630057,-90.214303,10/22/2018
B,Residence Inn,525 S Jefferson Ave,Saint Louis,63103,MO,Hotels,38.62680817,-90.21901703,10/22/2018
B,Grand Center Inn,3716 Grandel Sq,Saint Louis,63103,MO,Bed & Breakfast,38.64112,-90.23351,10/22/2018
B,Sam Light Loan & Mercantile,2601 Olive St,Saint Louis,63103,MO,Pawn Shops,38.63353,-90.2143,10/22/2018
B,Pappy's Smokehouse,3106 Olive St,Saint Louis,63103,MO,Restaurant,38.6351466,-90.22400327,10/22/2018
B,Blood & Sand,1500 St Charles St,Saint Louis,63103,MO,Restaurant,38.6319967,-90.2013358,10/22/2018
B,Southern,3108 Olive St,Saint Louis,63103,MO,Restaurant,38.6352,-90.2241091,10/22/2018
B,Hiro Asian Kitchen,1405 Washington Ave,Saint Louis,63103,MO,Restaurant,38.63253509,-90.19980658,10/22/2018
B,The Schlafly Tap Room,2100 Locust St,Saint Louis,63103,MO,Restaurant,38.63299151,-90.20986847,10/22/2018
B,The Fountain On Locust,3037 Locust St,Saint Louis,63103,MO,Restaurant,38.63619841,-90.22303803,10/22/2018
B,Starbucks,212 S Grand Blvd,Saint Louis,63103,MO,Coffee & Tea,38.63266536,-90.23401234,10/22/2018
B,Subway,1820 Market St,Saint Louis,63103,MO,Fast Food,38.6292797,-90.2068364,10/22/2018
B,Saint Louis University School of Medicine,1402 S Grand Blvd,Saint Louis,63104,MO,Colleges & Universities,38.62213516,-90.23742676,10/22/2018
B,Kingdom House,1321 S 11th St,Saint Louis,63104,MO,Child Care & Day Care,38.61529,-90.20284,10/22/2018
B,SouthSide Early Childhood Center,2101 S Jefferson Ave,Saint Louis,63104,MO,Child Care & Day Care,38.610906,-90.222281,10/22/2018
B,Family Dollar,1549 S Jefferson Ave,Saint Louis,63104,MO,Department Stores,38.61682011,-90.2207692,10/22/2018
B,Phillips 66,1647 S Jefferson Ave,Saint Louis,63104,MO,Gas Stations/Convenience Stores,38.61517711,-90.22135735,10/22/2018
B,Marketing Energy,710 Russell Blvd,Saint Louis,63104,MO,Gas Stations/Convenience Stores,38.60593,-90.20394,10/22/2018
B,Fields Foods,1500 Lafayette Ave,Saint Louis,63104,MO,Grocery,38.61319497,-90.20797178,10/22/2018
B,Vincent's 12th Street Market,2400 S 12th St,Saint Louis,63104,MO,Grocery,38.60391,-90.21117,10/22/2018
B,Soulard Farmers Market,730 Carroll St,Saint Louis,63104,MO,Grocery,38.61055885,-90.20020107,10/22/2018
B,SSM Health Cardinal Glennon Children's Hospital,1465 S Grand Blvd,Saint Louis,63104,MO,Hospitals/Urgent Care,38.62162,-90.239124,10/22/2018
B,Napoleon's Retreat,1815 Lafayette Ave,Saint Louis,63104,MO,Bed & Breakfast,38.61411285,-90.21237946,10/22/2018
B,Dwell 912,912 Hickory St,Saint Louis,63104,MO,Bed & Breakfast,38.615754,-90.199215,10/22/2018
B,Soulard Residence,2222 Menard St,Saint Louis,63104,MO,Hotels,38.6053886,-90.2081375,10/22/2018
B,Fleur-de-Lys Mansion,3500 Russell Blvd,Saint Louis,63104,MO,Bed & Breakfast,38.6125465,-90.2380408,10/22/2018
B,Park Avenue Mansion Bed and Breakfast,2007 Park Ave,Saint Louis,63104,MO,Bed & Breakfast,38.6178,-90.21368,10/22/2018
B,McDonald's,1919 S Jefferson,St. Louis,63104,MO,Fast Food,38.61249518,-90.22194207,10/22/2018
B,Cash Advance St Louis,2631 Lafayette Ave,Saint Louis,63104,MO,Check Cashing/Pay-day Loans,38.6150081,-90.2218553,10/22/2018
B,Walgreens,1530 Lafayette Ave,Saint Louis,63104,MO,Pharmacy,38.61287,-90.2092,10/22/2018
B,Globe Drug,1900 S Broadway,Saint Louis,63104,MO,Pharmacy,38.60686,-90.20064,10/22/2018
B,Blues City Deli,2438 McNair Ave,Saint Louis,63104,MO,Restaurant,38.605057,-90.2184098,10/22/2018
B,Square One Brewery & Distillery,1727 Park Ave,Saint Louis,63104,MO,Restaurant,38.61686862,-90.21093965,10/22/2018
B,Peacemaker Lobster and Crab,1831 Sidney St,Saint Louis,63104,MO,Restaurant,38.6031914,-90.2155228,10/22/2018
B,Eleven Eleven,1111 Mississippi Ave,Saint Louis,63104,MO,Restaurant,38.61960417,-90.21291941,10/22/2018
B,Pizzeoli Wood Fired Pizza,1928 S 12th St,Saint Louis,63104,MO,Restaurant,38.60881,-90.20881,10/22/2018
B,Mission Taco Joint,908 Lafayette Ave,Saint Louis,63104,MO,Restaurant,38.61059,-90.20327,10/22/2018
B,Save a Lot Food Store,1601 Jefferson Ave,Saint Louis,63104,MO,Grocery,38.61613464,-90.22174072,10/22/2018
B,Starbucks,2350 South Grand,Saint Louis,63104,MO,Coffee & Tea,38.6083303,-90.24074105,10/22/2018
B,Subway,2255 S Grand Blvd,Saint Louis,63104,MO,Fast Food,38.60987,-90.24131,10/22/2018
B,Subway,1641 S Jefferson Ave,St Louis,63104,MO,Fast Food,38.6161385,-90.2217407,10/22/2018
B,Subway,1831 S 7th St,Saint Louis,63104,MO,Fast Food,38.608117,-90.202302,10/22/2018
B,Subway,1628 S Broadway,Saint Louis,63104,MO,Fast Food,38.6090409,-90.199221,10/22/2018
B,St. Louis Community College-William J. Harrison Education Center,3140 Cass Ave,Saint Louis,63106,MO,Colleges & Universities,38.646754,-90.22365,10/22/2018
B,Crown Mart 7 Inc,1515 N 13th St,Saint Louis,63106,MO,Gas Stations/Convenience Stores,38.64165736,-90.19452453,10/22/2018
B,Walgreens,1400 N Grand Blvd,Saint Louis,63106,MO,Pharmacy,38.64684296,-90.22608185,10/22/2018
B,Safa Bp,1110 Salisbury St,Saint Louis,63107,MO,Gas Stations/Convenience Stores,38.6614099,-90.19802,10/22/2018
B,U.S. Bank,4301 Lindell Blvd,Saint Louis,63108,MO,Banks & Credit Unions,38.6414299,-90.25080872,10/22/2018
B,Pulaski Bank,10 Maryland Plz,Saint Louis,63108,MO,Banks & Credit Unions,38.64454,-90.26181,10/22/2018
B,Fifth Third Bank,1 N Euclid Ave,Saint Louis,63108,MO,Banks & Credit Unions,38.6404943,-90.2622899,10/22/2018
B,Bank of America,4625 Lindell Blvd Lbby,Saint Louis,63108,MO,Banks & Credit Unions,38.64356976,-90.2605215,10/22/2018
B,Burger King,5025 Delmar Blvd,Saint Louis,63108,MO,Fast Food,38.652,-90.26437,10/22/2018
B,Practical Anatomy & Surgical Technique Workshop,3839 Lindell Blvd,Saint Louis,63108,MO,Colleges & Universities,38.6394,-90.23957,10/22/2018
B,Childgarden Early Childhood Center,4150 Laclede Ave,Saint Louis,63108,MO,Child Care & Day Care,38.6371994,-90.24890137,10/22/2018
B,Phillips 66,4251 Lindell Blvd,Saint Louis,63108,MO,Gas Stations/Convenience Stores,38.64124,-90.25011,10/22/2018
B,Straub's,302 N Kingshighway Blvd,Saint Louis,63108,MO,Grocery,38.64568,-90.26403,10/22/2018
B,Shapiro's Market,111 N Newstead Ave,Saint Louis,63108,MO,Grocery,38.6405726,-90.2548064,10/22/2018
B,Whole Foods Market,4577 W Pine Blvd,St. Louis,63108,MO,Grocery,38.64180437,-90.26137764,10/22/2018
B,Aldi's,702 N Kingshighway,Saint Louis,63108,MO,Grocery,38.65212668,-90.26270463,10/22/2018
B,BJC HealthCare,4901 Forest Park Ave,Saint Louis,63108,MO,Hospitals/Urgent Care,38.627522,-90.19841,10/22/2018
B,Forest Park Pediatrics,4488 Forest Park Ave,Saint Louis,63108,MO,Hospitals/Urgent Care,38.63773727,-90.25884247,10/22/2018
B,Urgent Care for Kids,4100 Forest Park Ave,Saint Louis,63108,MO,Hospitals/Urgent Care,38.6352005,-90.2481003,10/22/2018
B,The Chase Park Plaza,212 N Kingshighway,St. Louis,63108,MO,Hotels,38.64426,-90.2645299,10/22/2018
B,Holiday Inn Express St Louis - Central West End,4630 Lindell Blvd,St. Louis,63108,MO,Hotels,38.64252866,-90.260968,10/22/2018
B,The Parkway Hotel,4550 Forest Park Ave,Saint Louis,63108,MO,Hotels,38.63854218,-90.2618103,10/22/2018
B,McDonald's,4006 Lindell Blvd,St. Louis,63108,MO,Fast Food,38.639122,-90.24366,10/22/2018
B,Gateway Apothecary,4473 Forest Park Ave,Saint Louis,63108,MO,Pharmacy,38.6382385,-90.2583147,10/22/2018
B,CVS Pharmacy,3925 Lindell Blvd,Saint Louis,63108,MO,Pharmacy,38.6391898,-90.2419123,10/22/2018
B,Walgreens,4218 Lindell Blvd,Saint Louis,63108,MO,Pharmacy,38.64022,-90.24928,10/22/2018
B,West Pine Pharmacy,4401 W Pine Blvd,Saint Louis,63108,MO,Pharmacy,38.64073,-90.25491,10/22/2018
B,The Medicine Shoppe Pharmacy,625 N Euclid Ave,Saint Louis,63108,MO,Pharmacy,38.651095,-90.261025,10/22/2018
B,Schnucks Lindell Specialty Pharmacy,3960 Lindell Blvd,Saint Louis,63108,MO,Pharmacy,38.63902105,-90.24319907,10/22/2018
B,Cork n' Slice,4501 Maryland Ave,Saint Louis,63108,MO,Restaurant,38.64428,-90.25783,10/22/2018
B,Retreat Gastropub,2 N Sarah St,Saint Louis,63108,MO,Restaurant,38.63723092,-90.24661839,10/22/2018
B,Brasserie by Niche,4580 Laclede Ave,Saint Louis,63108,MO,Restaurant,38.63998997,-90.26186494,10/22/2018
B,Juniper,360 N Boyle Ave,Saint Louis,63108,MO,Restaurant,38.64275766,-90.24972274,10/22/2018
B,The Scottish Arms,8 S Sarah St,Saint Louis,63108,MO,Restaurant,38.63642438,-90.24669765,10/22/2018
B,Starbucks,4656 Maryland Ave,St Louis,63108,MO,Coffee & Tea,38.64443059,-90.26092807,10/22/2018
B,Starbucks,3640 W Pine Mall Blvd,Saint Louis,63108,MO,Coffee & Tea,38.6361029,-90.23503668,10/22/2018
B,Subway,115 N Euclid Ave,Saint Louis,63108,MO,Fast Food,38.64242554,-90.26213074,10/22/2018
B,Subway,4487 Forest Park Blvd,Saint Louis,63108,MO,Fast Food,38.63845301,-90.25867224,10/22/2018
