R,"3,750,000",505 Washington Ave ,St.louis ,63101,MO,Office,38.630001,-90.188229,10/24/2018
R,"3,700,000",901 N 10th St ,St.louis ,63101,MO,Office,38.633941,-90.192844,10/24/2018
R,"2,750,000",620 Market Street,St.louis ,63101,MO,Office,38.625914,-90.191942,10/24/2018
R,"499,000",812 N Collins Street,St.louis ,63102,MO,Office,38.631224,-90.185566,10/24/2018
R,"899,000",807-809 N 2nd St,St.louis ,63102,MO,StoreFront/Retail Office,38.631009,-90.18441,10/24/2018
R,"325,000",1901 N Broadway ,St.louis ,63102,MO,Industrial,38.645542,-90.187,10/24/2018
R,"799,000",724  N 1st St,St.louis ,63102,MO,Office,38.63014,-90.18328,10/24/2018
R,"1,500,000",1915 N 9th St,St.louis ,63102,MO,Warehouse,38.645559,-90.188435,10/24/2018
R,"2,990,000",2300 Clark Avenue,St.louis ,63103,MO,Warehouse,38.628309,-90.215008,10/24/2018
R,"2,000,000",1300 Washington Avenue,St.louis ,63103,MO,StoreFront/Retail Office,38.632143,-90.198585,10/24/2018
R,"2,000,000",1300 Washington Avenue,St.louis ,63103,MO,Apartments,38.632143,-90.198585,10/24/2018
R,"1,500,000",1423 Locust St,St.louis ,63103,MO,Parking Lot,38.631454,-90.200954,10/24/2018
R,"3,800,000",1409 Washington Avenue,St.louis ,63103,MO,Office,38.632455,-90.200095,10/24/2018
R,"4,025,000",1314-1316 Washington Avenue,St.louis ,63103,MO,Office,38.632256,-90.199104,10/24/2018
R,"6,500,000",1320 Washington Avenue,St.louis ,63103,MO,Apartments,38.632293,-90.199273,10/24/2018
R,"16,000,000",1227 Washington Avenue,St.louis ,63103,MO,Apartments,38.631867,-90.197217,10/24/2018
R,"5,150,000",1300 Convention Plaza,St.louis ,63103,MO,Apartments,38.633487,-90.197347,10/24/2018
R,"5,600,000",1220 St Charles St,St.louis ,63103,MO,Parking Garage,38.631468,-90.198125,10/24/2018
R,"8,350,000",500 N 13th St,St.louis ,63103,MO,Apartments,38.631604,-90.198456,10/24/2018
R,"499,000",1824 Choteau St,St.louis ,63103,MO,Office,38.630287,-90.215039,10/24/2018
R,"600,000",1501 Locust St,St.louis ,63103,MO,StoreFront/Retail Office/Residential,38.631573,-90.201535,10/24/2018
R,"890,000",400 S 18th St,St.louis ,63103,MO,Office,38.625753,-90.206238,10/24/2018
R,"895,000",1706 Olive St,St.louis ,63103,MO,Office,38.631161,-90.204659,10/24/2016
R,"900,000",1531-1535 Olive Blvd,St.louis ,63103,MO,Commercial,38.630773,-90.202726,10/24/2018
R,"679,000",3534 Washington Avenue,St.louis ,63103,MO,Commercial,38.638748,-90.230776,10/24/2018
R,"680,000",2815 Locust St,St.louis ,63103,MO,Office,38.635145,-90.218745,10/24/2018
R,"595,000",2028-2030 Delmar Blvd,St.louis ,63103,MO,Warehouse,38.635821,-90.20836,10/24/2018
R,"635,000",730 N 18th Street,St.louis ,63103,MO,Warehouse,38.634127,-90.204528,10/24/2018
R,"795,000",1608 Menard Street,St.louis ,63104,MO,Loft/Creative Space,38.612565,-90.203719,10/24/2018
R,"429,000",2225 Gravois Ave,St.louis ,63104,MO,StoreFront/Retail/Office,38.606268,-90.220326,10/24/2018
R,"2,200,000",1511-1525 S 8th St,St.louis ,63104,MO,Warehouse,38.612266,-90.199681,10/24/2018
R,"1,750,000",1120 Montrose Avenue,St.louis ,63104,MO,Manufacturing,38.622812,-90.226754,10/24/2018
R,"990,000",Fox Park South Portfolio,St.louis ,63104,MO,Residential,38.612378,-90.215345,10/24/2018
R,"160,000",1812 Geyer Avenue,St.louis ,63104,MO,Residential,38.610436,-90.212902,10/24/2018
R,"799,000",4747 McPherson Ave,St.louis ,63108,MO,Restaurant,38.648316,-90.260649,10/24/2018
R,"2,800,000",3610 Olive St,St.louis ,63108,MO,Commercial,38.638897,-90.233941,10/24/2018
R,"2,495,000",3674 Forest Park Ave,St.louis ,63108,MO,StoreFront/Retail/residential,38.633689,-90.237244,10/24/2018
R,"375,000",3809-3817 S Kingshighway Blvd,St.louis ,63109,MO,StoreFront/Retail/residential,38.592066,-90.272873,10/24/2018
R,"549,000",5200 S Kingshighway Blvd,St.louis ,63109,MO,Auto Repair,38.58224,-90.278167,10/24/2018
R,"2,575,000",4500 Swan Ave,St.louis ,63110,MO,Warehouse,38.625332,-90.262333,10/24/2018
R,"385,000",4125 Chouteau Ave,St.louis ,63110,MO,Apartments,38.628447,-90.251022,10/24/2018
R,"395,000",925 S Sarah St,St.louis ,63110,MO,Apartments,38.628751,-90.249931,10/24/2018
R,"595,000",1227 S Vandeventer Ave,St.louis ,63110,MO,Apartments,38.62692,-90.2505,10/24/2018
R,"3,825,000",4925 Southwest Ave,St.louis ,63110,MO,Freestanding,38.61289,-90.26883,10/24/2018
R,"450,000",4553 Swan Ave,St.louis ,63110,MO,Apartments,38.62529,-90.26398,10/24/2018
R,"1,373,222",7700 S Broadway,St.louis ,63111,MO,Freestanding,38.54649,-90.25856,10/24/2018
R,"365,000",5324 Virginia Ave,St.louis ,63111,MO,Freestanding,38.56626,-90.24505,10/24/2018
R,"875,000",8701 S Broadway,St.louis ,63111,MO,Auto Dealership,38.53906,-90.26808,10/24/2018
R,"695,000",6805 S Broadway,St.louis ,63111,MO,Office,38.55302,-90.25205,10/24/2018
R,"575,000",5344 Delmar Place Ct,St.louis ,63112,MO,Residential,38.65317,-90.27696,10/24/2018
R,"5,875,000",5622 Delmar Blvd,St.louis ,63112,MO,Apartments,38.65334,-90.28338,10/24/2018
R,"350,000",8518 S Broadway,St.louis ,63112,MO,Bar,38.54042,-90.26548,10/24/2018
R,"8,500",4019 N Taylor Ave,St.louis ,63115,MO,Residential,38.67444,-90.23835,10/24/2018
R,"395,000",4870 Natural Bridge Ave,St.louis ,63115,MO,Auto Dealership,38.67439,-90.24806,10/24/2018
R,"135,000",4217 Meramec St,St.louis ,63116,MO,Industrial,38.5904,-90.26154,10/24/2018
R,"249,000",3805 Meramec St,St.louis ,63116,MO,StoreFront/Retail Office,38.58316,-90.24813,10/24/2018
R,"279,000",5801 Gravois St,St.louis ,63116,MO,StoreFront/Retail Office,38.57745,-90.27461,10/24/2018
R,"249,000",3235 S 7th St,St.louis ,63118,MO,StoreFront/Retail Office,38.59377,-90.21348,10/24/2018
R,"500,000",1976 Arsenal St,St.louis ,63118,MO,Multi Family,38.60427,-90.25736,10/24/2018
R,"375,000",3869 S Grand Blvd,St.louis ,63118,MO,Fast Food,38.59296,-90.24375,10/24/2018
R,"2,000,000",3740 Marine Ave,St.louis ,63118,MO,Schools,38.58589,-90.22049,10/24/2018
R,"2,349,089",3846 S Grand Blvd,St.louis ,63118,MO,Freestanding,38.59296,-90.24375,10/24/2018
R,"1,345,000",3654 S Grand Blvd,St.louis ,63118,MO,Office,38.59045,-90.24364,10/24/2018
R,"3,810,000",2933 S Kingshighway Blvd,St.louis ,63139,MO,Drug Store,38.60542,-90.26994,10/24/2018
R,"775,000",6101 Arsenal St,St.louis ,63139,MO,Restaurant,38.60764,-90.29283,10/24/2018
R,"875,000",2165 Hampton Ave,St.louis ,63139,MO,Office,38.61603,-90.28775,10/24/2018
